dataset,count_type,gene,sgRNA,group,sample_id,read_count
CRISPRn-RT112,sizeFactor,RPL3,RPL3-1,T0,T0_3,2629.1594372991203
CRISPRn-RT112,sizeFactor,RPL27,RPL27-7,T0,T0_3,1963.7244163679873
CRISPRn-RT112,sizeFactor,RPL3,RPL3-3,T0,T0_3,7686.070679449362
CRISPRn-RT112,sizeFactor,RPL34,RPL34-6,T0,T0_3,3051.720548513549
CRISPRn-RT112,sizeFactor,NUP98,NUP98-9,T0,T0_3,2232.267926298652
CRISPRn-RT112,sizeFactor,COPS8,COPS8-14,T0,T0_3,4403.323729010168
CRISPRn-RT112,sizeFactor,RPS3A,RPS3A-6,T0,T0_3,1607.3118903203033
CRISPRn-RT112,sizeFactor,PSMC2,PSMC2-5,T0,T0_3,1430.5865657703437
CRISPRn-RT112,sizeFactor,RPS27,RPS27-2,T0,T0_3,3500.9385522578596
CRISPRn-RT112,sizeFactor,PSMD7,PSMD7-3,T0,T0_3,5753.939617190865
CRISPRn-RT112,sizeFactor,RPS9,RPS9-6,T0,T0_3,984.3304389737975
CRISPRn-RT112,sizeFactor,RPL11,RPL11-6,T0,T0_3,2969.7752862920593
CRISPRn-RT112,sizeFactor,RPS8,RPS8-3,T0,T0_3,4941.398041187419
CRISPRn-RT112,sizeFactor,NUP133,NUP133-10,T0,T0_3,3343.9590740263316
CRISPRn-RT112,sizeFactor,RPL5,RPL5-1,T0,T0_3,4164.39898855715
CRISPRn-RT112,sizeFactor,POLR2D,POLR2D-5,T0,T0_3,4265.102804781149
CRISPRn-RT112,sizeFactor,RPS27,RPS27-4,T0,T0_3,7171.691382854228
CRISPRn-RT112,sizeFactor,NUP98,NUP98-11,T0,T0_3,3975.826156216131
CRISPRn-RT112,sizeFactor,COPZ1,COPZ1-15,T0,T0_3,3916.5886172608375
CRISPRn-RT112,sizeFactor,NUP54,NUP54-10,T0,T0_3,2063.4409402760652
CRISPRn-RT112,sizeFactor,RPS24,RPS24-13,T0,T0_3,3393.3236898224095
CRISPRn-RT112,sizeFactor,RPS11,RPS11-4,T0,T0_3,3196.8525189540187
CRISPRn-RT112,sizeFactor,PSMD1,PSMD1-16,T0,T0_3,5809.227986882473
CRISPRn-RT112,sizeFactor,PSMD7,PSMD7-6,T0,T0_3,1802.7957688727727
CRISPRn-RT112,sizeFactor,COPZ1,COPZ1-7,T0,T0_3,2683.4605146748063
CRISPRn-RT112,sizeFactor,NUP54,NUP54-16,T0,T0_3,2297.4292191494756
CRISPRn-RT112,sizeFactor,COPS6,COPS6-3,T0,T0_3,1577.6931208426565
CRISPRn-RT112,sizeFactor,COPS8,COPS8-1,T0,T0_3,5044.0764420432615
CRISPRn-RT112,sizeFactor,NUP205,NUP205-3,T0,T0_3,3887.957140099112
CRISPRn-RT112,sizeFactor,PSMC1,PSMC1-3,T0,T0_3,5248.445951439025
CRISPRn-RT112,sizeFactor,NUP54,NUP54-9,T0,T0_3,4780.469393692204
CRISPRn-RT112,sizeFactor,RPL36,RPL36-4,T0,T0_3,3984.711787059425
CRISPRn-RT112,sizeFactor,POLA1,POLA1-9,T0,T0_3,3289.6579966506456
CRISPRn-RT112,sizeFactor,COPS8,COPS8-16,T0,T0_3,2429.726389482965
CRISPRn-RT112,sizeFactor,NUP205,NUP205-6,T0,T0_3,6193.28469777596
CRISPRn-RT112,sizeFactor,POLR2F,POLR2F-7,T0,T0_3,6106.402973974862
CRISPRn-RT112,sizeFactor,RPS11,RPS11-6,T0,T0_3,4334.213266895658
CRISPRn-RT112,sizeFactor,COPZ1,COPZ1-9,T0,T0_3,4480.33252965205
CRISPRn-RT112,sizeFactor,CRYGB,CRYGB-8,T0,T0_3,3349.8828279218606
CRISPRn-RT112,sizeFactor,LYZL6,LYZL6-2,T0,T0_3,7172.67867517015
CRISPRn-RT112,sizeFactor,RPS7,RPS7-4,T0,T0_3,3402.2093206657037
CRISPRn-RT112,sizeFactor,RPS8,RPS8-1,T0,T0_3,4665.9434850453035
CRISPRn-RT112,sizeFactor,PSMB3,PSMB3-10,T0,T0_3,5541.671769267729
CRISPRn-RT112,sizeFactor,RPL3,RPL3-5,T0,T0_3,5825.024663937217
CRISPRn-RT112,sizeFactor,MRGPRD,MRGPRD-8,T0,T0_3,4100.224988022248
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-10,T0,T0_3,3418.99329003637
CRISPRn-RT112,sizeFactor,PSMB2,PSMB2-11,T0,T0_3,3806.0118778776223
CRISPRn-RT112,sizeFactor,POLA1,POLA1-10,T0,T0_3,4750.850624214558
CRISPRn-RT112,sizeFactor,POLR2F,POLR2F-4,T0,T0_3,2702.219068677316
CRISPRn-RT112,sizeFactor,MRGPRD,MRGPRD-10,T0,T0_3,3365.6795049766056
CRISPRn-RT112,sizeFactor,OTUD6A,OTUD6A-8,T0,T0_3,2013.0890321640654
CRISPRn-RT112,sizeFactor,RPL9,RPL9-4,T0,T0_3,897.4487151727001
CRISPRn-RT112,sizeFactor,COPS8,COPS8-5,T0,T0_3,3831.681478091583
CRISPRn-RT112,sizeFactor,NUP98,NUP98-15,T0,T0_3,3856.363785989622
CRISPRn-RT112,sizeFactor,RPS24,RPS24-3,T0,T0_3,4273.988435624443
CRISPRn-RT112,sizeFactor,RPS19,RPS19-1,T0,T0_3,5080.606257732359
CRISPRn-RT112,sizeFactor,RPL9,RPL9-5,T0,T0_3,1220.293302479051
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-1,T0,T0_3,2068.377401855673
CRISPRn-RT112,sizeFactor,KRT25,KRT25-2,T0,T0_3,2610.4008832966106
CRISPRn-RT112,sizeFactor,PIWIL3,PIWIL3-5,T0,T0_3,4845.630686543028
CRISPRn-RT112,sizeFactor,TPH2,TPH2-8,T0,T0_3,1702.0919526487733
CRISPRn-RT112,sizeFactor,RPS8,RPS8-9,T0,T0_3,7306.950430135482
CRISPRn-RT112,sizeFactor,RPL30,RPL30-2,T0,T0_3,3546.353998790252
CRISPRn-RT112,sizeFactor,RNASE9,RNASE9-4,T0,T0_3,3100.0978719937057
CRISPRn-RT112,sizeFactor,NPSR1,NPSR1-10,T0,T0_3,3428.8662131955857
CRISPRn-RT112,sizeFactor,PSMA3,PSMA3-5,T0,T0_3,6530.938669821135
CRISPRn-RT112,sizeFactor,PSMD1,PSMD1-14,T0,T0_3,1599.4135517929308
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-10,T0,T0_3,6973.245627353994
CRISPRn-RT112,sizeFactor,RPL5,RPL5-9,T0,T0_3,6094.555466183804
CRISPRn-RT112,sizeFactor,POLR2D,POLR2D-10,T0,T0_3,2864.135008488452
CRISPRn-RT112,sizeFactor,RPTN,RPTN-4,T0,T0_3,1104.7801015162281
CRISPRn-RT112,sizeFactor,COPS8,COPS8-13,T0,T0_3,5350.137059978946
CRISPRn-RT112,sizeFactor,HTR3D,HTR3D-5,T0,T0_3,4265.102804781149
CRISPRn-RT112,sizeFactor,MRGPRD,MRGPRD-9,T0,T0_3,4170.3227424526785
CRISPRn-RT112,sizeFactor,RPL30,RPL30-9,T0,T0_3,5516.002169053769
CRISPRn-RT112,sizeFactor,LYZL6,LYZL6-4,T0,T0_3,6984.105842829132
CRISPRn-RT112,sizeFactor,RPL27,RPL27-9,T0,T0_3,3349.8828279218606
CRISPRn-RT112,sizeFactor,DMRTC2,DMRTC2-3,T0,T0_3,2915.4742089163733
CRISPRn-RT112,sizeFactor,KRT25,KRT25-3,T0,T0_3,5932.639526372667
CRISPRn-RT112,sizeFactor,OLIG2,OLIG2-5,T0,T0_3,3859.325662937387
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-3,T0,T0_3,1758.3676146563023
CRISPRn-RT112,sizeFactor,IL22,IL22-2,T0,T0_3,1194.6237022650903
CRISPRn-RT112,sizeFactor,COPS2,COPS2-1,T0,T0_3,5067.771457625379
CRISPRn-RT112,sizeFactor,HTR3D,HTR3D-7,T0,T0_3,3886.9698477831907
CRISPRn-RT112,sizeFactor,NUP54,NUP54-2,T0,T0_3,3038.885748406569
CRISPRn-RT112,sizeFactor,LYZL6,LYZL6-8,T0,T0_3,5128.983581212516
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-4,T0,T0_3,4403.323729010168
CRISPRn-RT112,sizeFactor,NUP93,NUP93-5,T0,T0_3,4208.82714277362
CRISPRn-RT112,sizeFactor,KRT25,KRT25-4,T0,T0_3,3647.057815014251
CRISPRn-RT112,sizeFactor,RPS11,RPS11-8,T0,T0_3,991.2414851852485
CRISPRn-RT112,sizeFactor,OR9Q2,OR9Q2-8,T0,T0_3,1288.4164722776388
CRISPRn-RT112,sizeFactor,RXFP2,RXFP2-6,T0,T0_3,5265.229920809691
CRISPRn-RT112,sizeFactor,LUZP4,LUZP4-1,T0,T0_3,1255.8358258522271
CRISPRn-RT112,sizeFactor,KRT74,KRT74-7,T0,T0_3,4712.346223893616
CRISPRn-RT112,sizeFactor,POLA1,POLA1-6,T0,T0_3,2928.3090090233536
CRISPRn-RT112,sizeFactor,OC90,OC90-1,T0,T0_3,193.5092939206262
CRISPRn-RT112,sizeFactor,NPHS2,NPHS2-5,T0,T0_3,2487.976636122337
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-7,T0,T0_3,5966.207465114001
CRISPRn-RT112,sizeFactor,COPS2,COPS2-8,T0,T0_3,4854.516317386322
CRISPRn-RT112,sizeFactor,NPHS2,NPHS2-2,T0,T0_3,4803.177116958401
CRISPRn-RT112,sizeFactor,MRGPRD,MRGPRD-2,T0,T0_3,3227.458580747587
CRISPRn-RT112,sizeFactor,OC90,OC90-6,T0,T0_3,4959.169302874007
CRISPRn-RT112,sizeFactor,NUP93,NUP93-3,T0,T0_3,3210.6746113769204
CRISPRn-RT112,sizeFactor,FCRL4,FCRL4-10,T0,T0_3,4790.34231685142
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-6,T0,T0_3,2609.413590980689
CRISPRn-RT112,sizeFactor,PSMB3,PSMB3-2,T0,T0_3,4208.82714277362
CRISPRn-RT112,sizeFactor,PIWIL3,PIWIL3-9,T0,T0_3,1413.8025963996772
CRISPRn-RT112,sizeFactor,KRT74,KRT74-10,T0,T0_3,5000.635580142713
CRISPRn-RT112,sizeFactor,RPL30,RPL30-3,T0,T0_3,4870.312994441067
CRISPRn-RT112,sizeFactor,OTUD6A,OTUD6A-10,T0,T0_3,3677.663876807819
CRISPRn-RT112,sizeFactor,COPS6,COPS6-9,T0,T0_3,5782.57109435259
CRISPRn-RT112,sizeFactor,OR9Q2,OR9Q2-6,T0,T0_3,3980.762617795739
CRISPRn-RT112,sizeFactor,DMRTC2,DMRTC2-1,T0,T0_3,3922.512371156367
CRISPRn-RT112,sizeFactor,LHX5,LHX5-3,T0,T0_3,2036.784047746183
CRISPRn-RT112,sizeFactor,FAM71B,FAM71B-9,T0,T0_3,5659.1595548623945
CRISPRn-RT112,sizeFactor,LYZL6,LYZL6-5,T0,T0_3,4100.224988022248
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-1,T0,T0_3,4016.3051411689153
CRISPRn-RT112,sizeFactor,LYZL6,LYZL6-7,T0,T0_3,3598.6804915340945
CRISPRn-RT112,sizeFactor,HTR3D,HTR3D-3,T0,T0_3,4899.931763918714
CRISPRn-RT112,sizeFactor,CYP7A1,CYP7A1-6,T0,T0_3,3326.1878123397432
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-8,T0,T0_3,3325.200520023822
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-9,T0,T0_3,4200.928804246248
CRISPRn-RT112,sizeFactor,OC90,OC90-8,T0,T0_3,1990.3813088978695
CRISPRn-RT112,sizeFactor,OC90,OC90-7,T0,T0_3,3426.8916285637424
CRISPRn-RT112,sizeFactor,OR9Q2,OR9Q2-7,T0,T0_3,1183.763486789953
CRISPRn-RT112,sizeFactor,RPS24,RPS24-11,T0,T0_3,4741.9649933712635
CRISPRn-RT112,sizeFactor,MRGPRD,MRGPRD-1,T0,T0_3,5343.226013767495
CRISPRn-RT112,sizeFactor,SAGE1,SAGE1-9,T0,T0_3,2035.7967554302613
CRISPRn-RT112,sizeFactor,RNASE9,RNASE9-7,T0,T0_3,2489.95122075418
CRISPRn-RT112,sizeFactor,SPATA16,SPATA16-1,T0,T0_3,4551.417576398402
CRISPRn-RT112,sizeFactor,FCRL4,FCRL4-9,T0,T0_3,1017.8983777151307
CRISPRn-RT112,sizeFactor,TAAR8,TAAR8-6,T0,T0_3,2115.767433019908
CRISPRn-RT112,sizeFactor,SPATA16,SPATA16-3,T0,T0_3,2523.519159495513
CRISPRn-RT112,sizeFactor,RPTN,RPTN-9,T0,T0_3,7380.997353829599
CRISPRn-RT112,sizeFactor,COPZ1,COPZ1-8,T0,T0_3,3562.1506758449964
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-4,T0,T0_3,5281.026597864437
CRISPRn-RT112,sizeFactor,DMRTC2,DMRTC2-9,T0,T0_3,2918.436085864138
CRISPRn-RT112,sizeFactor,RPS24,RPS24-12,T0,T0_3,6530.938669821135
CRISPRn-RT112,sizeFactor,OR9Q2,OR9Q2-4,T0,T0_3,2457.3705743287683
CRISPRn-RT112,sizeFactor,DMRTC2,DMRTC2-7,T0,T0_3,5024.33059572483
CRISPRn-RT112,sizeFactor,COPS8,COPS8-11,T0,T0_3,2154.271833340849
CRISPRn-RT112,sizeFactor,OC90,OC90-9,T0,T0_3,3403.196612981625
CRISPRn-RT112,sizeFactor,LYZL6,LYZL6-9,T0,T0_3,3239.306088538646
CRISPRn-RT112,sizeFactor,PSMA3,PSMA3-4,T0,T0_3,1704.0665372806166
CRISPRn-RT112,sizeFactor,MRGPRD,MRGPRD-6,T0,T0_3,2601.5152524533164
CRISPRn-RT112,sizeFactor,RPL35A,RPL35A-7,T0,T0_3,3555.2396296335455
CRISPRn-RT112,sizeFactor,COPS2,COPS2-7,T0,T0_3,3108.9835028369994
CRISPRn-RT112,sizeFactor,PSMD1,PSMD1-17,T0,T0_3,1950.889616261007
CRISPRn-RT112,sizeFactor,CABP5,CABP5-7,T0,T0_3,2911.525039652687
CRISPRn-RT112,sizeFactor,COPS8,COPS8-8,T0,T0_3,5149.716719846869
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-2,T0,T0_3,1011.9746238196013
CRISPRn-RT112,sizeFactor,PIWIL3,PIWIL3-6,T0,T0_3,4581.0363458760485
CRISPRn-RT112,sizeFactor,ADH7,ADH7-8,T0,T0_3,1247.9374873248546
CRISPRn-RT112,sizeFactor,TGM6,TGM6-4,T0,T0_3,2257.9375265126127
CRISPRn-RT112,sizeFactor,RNASE9,RNASE9-11,T0,T0_3,3268.9248580162925
CRISPRn-RT112,sizeFactor,LYZL6,LYZL6-3,T0,T0_3,3530.557321735507
CRISPRn-RT112,sizeFactor,TPH2,TPH2-3,T0,T0_3,2557.087098236846
CRISPRn-RT112,sizeFactor,TRIM42,TRIM42-3,T0,T0_3,3033.949286826961
CRISPRn-RT112,sizeFactor,PSMA3,PSMA3-9,T0,T0_3,3522.658983208134
CRISPRn-RT112,sizeFactor,DMRTC2,DMRTC2-5,T0,T0_3,4538.582776291421
CRISPRn-RT112,sizeFactor,KRT9,KRT9-1,T0,T0_3,3412.0822438249193
CRISPRn-RT112,sizeFactor,ADH7,ADH7-1,T0,T0_3,3686.5495076511133
CRISPRn-RT112,sizeFactor,TAS2R13,TAS2R13-4,T0,T0_3,1574.7312438948918
CRISPRn-RT112,sizeFactor,HTR3D,HTR3D-8,T0,T0_3,1644.8289983253228
CRISPRn-RT112,sizeFactor,SPATA16,SPATA16-4,T0,T0_3,3903.753817153857
CRISPRn-RT112,sizeFactor,RPL9,RPL9-1,T0,T0_3,3254.1154732774694
CRISPRn-RT112,sizeFactor,KRT74,KRT74-6,T0,T0_3,2471.1926667516705
CRISPRn-RT112,sizeFactor,CABP5,CABP5-9,T0,T0_3,4224.6238198283645
CRISPRn-RT112,sizeFactor,RXFP2,RXFP2-2,T0,T0_3,1608.299182636225
CRISPRn-RT112,sizeFactor,SPATA16,SPATA16-10,T0,T0_3,3318.289473812371
CRISPRn-RT112,sizeFactor,KRT9,KRT9-2,T0,T0_3,5045.063734359183
CRISPRn-RT112,sizeFactor,CRYGB,CRYGB-6,T0,T0_3,4546.481114818795
CRISPRn-RT112,sizeFactor,RPS7,RPS7-7,T0,T0_3,2674.574883831512
CRISPRn-RT112,sizeFactor,RPL9,RPL9-8,T0,T0_3,986.3050236056407
CRISPRn-RT112,sizeFactor,IL22,IL22-9,T0,T0_3,5182.297366272281
CRISPRn-RT112,sizeFactor,OTUD6A,OTUD6A-3,T0,T0_3,4866.36382517738
CRISPRn-RT112,sizeFactor,ADH7,ADH7-4,T0,T0_3,1896.588538885321
CRISPRn-RT112,sizeFactor,KRT9,KRT9-5,T0,T0_3,3170.195626424136
CRISPRn-RT112,sizeFactor,RNASE9,RNASE9-1,T0,T0_3,1844.2620461414783
CRISPRn-RT112,sizeFactor,PIWIL3,PIWIL3-2,T0,T0_3,1761.329491604067
CRISPRn-RT112,sizeFactor,DMRTC2,DMRTC2-6,T0,T0_3,5486.3833995761215
CRISPRn-RT112,sizeFactor,RPL30,RPL30-10,T0,T0_3,3174.144795687823
CRISPRn-RT112,sizeFactor,PSMC2,PSMC2-10,T0,T0_3,3886.9698477831907
CRISPRn-RT112,sizeFactor,CYP7A1,CYP7A1-4,T0,T0_3,5926.715772477138
CRISPRn-RT112,sizeFactor,COPS2,COPS2-2,T0,T0_3,5200.068627958868
CRISPRn-RT112,sizeFactor,TRIM42,TRIM42-7,T0,T0_3,5150.704012162791
CRISPRn-RT112,sizeFactor,NLRP5,NLRP5-9,T0,T0_3,2667.6638376200613
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-6,T0,T0_3,4611.642407669618
CRISPRn-RT112,sizeFactor,MAGEB3,MAGEB3-3,T0,T0_3,2010.1271552163007
CRISPRn-RT112,sizeFactor,OLIG2,OLIG2-6,T0,T0_3,3171.182918740058
CRISPRn-RT112,sizeFactor,FAM71B,FAM71B-7,T0,T0_3,3442.6883056184874
CRISPRn-RT112,sizeFactor,VN1R2,VN1R2-3,T0,T0_3,3612.502583956996
CRISPRn-RT112,sizeFactor,ABCG8,ABCG8-8,T0,T0_3,4395.425390482796
CRISPRn-RT112,sizeFactor,RNASE9,RNASE9-9,T0,T0_3,2808.8466387968447
CRISPRn-RT112,sizeFactor,OR12D2,OR12D2-6,T0,T0_3,2640.0196527742573
CRISPRn-RT112,sizeFactor,PSMD6,PSMD6-2,T0,T0_3,2390.234696846102
CRISPRn-RT112,sizeFactor,POU4F2,POU4F2-1,T0,T0_3,1774.1642917110473
CRISPRn-RT112,sizeFactor,MRGPRD,MRGPRD-7,T0,T0_3,3856.363785989622
CRISPRn-RT112,sizeFactor,TAS2R13,TAS2R13-6,T0,T0_3,2763.431192264453
CRISPRn-RT112,sizeFactor,MAGEB3,MAGEB3-6,T0,T0_3,4381.603298059893
CRISPRn-RT112,sizeFactor,TGM6,TGM6-11,T0,T0_3,2549.1887597094737
CRISPRn-RT112,sizeFactor,CABP5,CABP5-5,T0,T0_3,3952.1311406340137
CRISPRn-RT112,sizeFactor,LUZP4,LUZP4-9,T0,T0_3,1962.7371240520658
CRISPRn-RT112,sizeFactor,COPS8,COPS8-3,T0,T0_3,5791.456725195884
CRISPRn-RT112,sizeFactor,POU4F2,POU4F2-9,T0,T0_3,2825.630608167511
CRISPRn-RT112,sizeFactor,TPH2,TPH2-5,T0,T0_3,5333.35309060828
CRISPRn-RT112,sizeFactor,TPH2,TPH2-4,T0,T0_3,2515.620820968141
CRISPRn-RT112,sizeFactor,IL22,IL22-7,T0,T0_3,3309.403842969077
CRISPRn-RT112,sizeFactor,RPL35A,RPL35A-3,T0,T0_3,3550.303168053938
CRISPRn-RT112,sizeFactor,RPS24,RPS24-2,T0,T0_3,3278.797781175508
CRISPRn-RT112,sizeFactor,RPTN,RPTN-10,T0,T0_3,3806.999170193544
CRISPRn-RT112,sizeFactor,TAS2R13,TAS2R13-1,T0,T0_3,839.198468533328
CRISPRn-RT112,sizeFactor,RPL5,RPL5-7,T0,T0_3,4615.591576933303
CRISPRn-RT112,sizeFactor,ABCG8,ABCG8-9,T0,T0_3,4742.952285687185
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-7,T0,T0_3,3993.5974179027194
CRISPRn-RT112,sizeFactor,SPATA16,SPATA16-2,T0,T0_3,3620.400922484369
CRISPRn-RT112,sizeFactor,KRT25,KRT25-5,T0,T0_3,6426.285684333448
CRISPRn-RT112,sizeFactor,DEFB129,DEFB129-10,T0,T0_3,3169.208334108215
CRISPRn-RT112,sizeFactor,CRYGB,CRYGB-1,T0,T0_3,4297.683451206561
CRISPRn-RT112,sizeFactor,DMRTC2,DMRTC2-8,T0,T0_3,7472.815539210304
CRISPRn-RT112,sizeFactor,OR12D2,OR12D2-7,T0,T0_3,2133.5386947064962
CRISPRn-RT112,sizeFactor,RPL5,RPL5-10,T0,T0_3,5664.096016442003
CRISPRn-RT112,sizeFactor,RPL34,RPL34-2,T0,T0_3,1780.0880456065768
CRISPRn-RT112,sizeFactor,OC90,OC90-4,T0,T0_3,2172.043095027437
CRISPRn-RT112,sizeFactor,CYP7A1,CYP7A1-8,T0,T0_3,5542.65906158365
CRISPRn-RT112,sizeFactor,IL22,IL22-3,T0,T0_3,5434.056906832278
CRISPRn-RT112,sizeFactor,KRT9,KRT9-4,T0,T0_3,2068.377401855673
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-9,T0,T0_3,6064.936696706157
CRISPRn-RT112,sizeFactor,NPSR1,NPSR1-7,T0,T0_3,2736.7742997345704
CRISPRn-RT112,sizeFactor,IL1F10,IL1F10-8,T0,T0_3,3945.220094422563
CRISPRn-RT112,sizeFactor,NLRP5,NLRP5-3,T0,T0_3,4389.501636587266
CRISPRn-RT112,sizeFactor,ADH7,ADH7-2,T0,T0_3,1688.2698602258715
CRISPRn-RT112,sizeFactor,RPTN,RPTN-2,T0,T0_3,4530.684437764049
CRISPRn-RT112,sizeFactor,RXFP2,RXFP2-7,T0,T0_3,2875.982516279511
CRISPRn-RT112,sizeFactor,HTR3D,HTR3D-1,T0,T0_3,8248.827299524653
CRISPRn-RT112,sizeFactor,LHX5,LHX5-6,T0,T0_3,2356.666758104769
CRISPRn-RT112,sizeFactor,KRT74,KRT74-9,T0,T0_3,5782.57109435259
CRISPRn-RT112,sizeFactor,KRT25,KRT25-6,T0,T0_3,3894.868186310563
CRISPRn-RT112,sizeFactor,FCRL4,FCRL4-6,T0,T0_3,4116.0216650769935
CRISPRn-RT112,sizeFactor,ABCG8,ABCG8-10,T0,T0_3,3969.9024023206016
CRISPRn-RT112,sizeFactor,PSMC1,PSMC1-2,T0,T0_3,3667.7909536486036
CRISPRn-RT112,sizeFactor,OTUD6A,OTUD6A-5,T0,T0_3,2448.4849434854746
CRISPRn-RT112,sizeFactor,FCRL4,FCRL4-3,T0,T0_3,2137.4878639701824
CRISPRn-RT112,sizeFactor,KRT25,KRT25-9,T0,T0_3,3472.3070750961347
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-3,T0,T0_3,6629.667901413291
CRISPRn-RT112,sizeFactor,KRT77,KRT77-2,T0,T0_3,2591.642329294101
CRISPRn-RT112,sizeFactor,OTUD6A,OTUD6A-6,T0,T0_3,4329.276805316051
CRISPRn-RT112,sizeFactor,TPH2,TPH2-1,T0,T0_3,2780.2151616351193
CRISPRn-RT112,sizeFactor,OLIG2,OLIG2-2,T0,T0_3,5146.754842899104
CRISPRn-RT112,sizeFactor,KRT74,KRT74-4,T0,T0_3,4668.905361993068
CRISPRn-RT112,sizeFactor,KRT9,KRT9-9,T0,T0_3,4518.83692997299
CRISPRn-RT112,sizeFactor,FCRL4,FCRL4-2,T0,T0_3,6731.359009953211
CRISPRn-RT112,sizeFactor,PSMB2,PSMB2-24,T0,T0_3,2521.54457486367
CRISPRn-RT112,sizeFactor,RNASE9,RNASE9-8,T0,T0_3,3488.1037521508792
CRISPRn-RT112,sizeFactor,RPS7,RPS7-8,T0,T0_3,1054.4281934042285
CRISPRn-RT112,sizeFactor,DMRTC2,DMRTC2-2,T0,T0_3,5266.217213125613
CRISPRn-RT112,sizeFactor,SAGE1,SAGE1-7,T0,T0_3,2154.271833340849
CRISPRn-RT112,sizeFactor,NPHS2,NPHS2-9,T0,T0_3,4981.877026140203
CRISPRn-RT112,sizeFactor,RPL27,RPL27-5,T0,T0_3,6160.704051350548
CRISPRn-RT112,sizeFactor,PIWIL3,PIWIL3-10,T0,T0_3,3548.3285834220947
CRISPRn-RT112,sizeFactor,ABCG8,ABCG8-5,T0,T0_3,3509.8241831011537
CRISPRn-RT112,sizeFactor,SAGE1,SAGE1-3,T0,T0_3,3748.748923554172
CRISPRn-RT112,sizeFactor,RPS7,RPS7-2,T0,T0_3,5748.015863295335
CRISPRn-RT112,sizeFactor,TPH2,TPH2-10,T0,T0_3,5178.348197008594
CRISPRn-RT112,sizeFactor,PLA2G2E,PLA2G2E-9,T0,T0_3,2680.4986377270416
CRISPRn-RT112,sizeFactor,CYP7A1,CYP7A1-10,T0,T0_3,4960.156595189928
CRISPRn-RT112,sizeFactor,FCRL4,FCRL4-1,T0,T0_3,5532.786138424435
CRISPRn-RT112,sizeFactor,CYP7A1,CYP7A1-1,T0,T0_3,3423.9297516159777
CRISPRn-RT112,sizeFactor,TAAR1,TAAR1-3,T0,T0_3,3548.3285834220947
CRISPRn-RT112,sizeFactor,RXFP2,RXFP2-10,T0,T0_3,4760.723547373773
CRISPRn-RT112,sizeFactor,LUZP4,LUZP4-5,T0,T0_3,2768.3676538440604
CRISPRn-RT112,sizeFactor,OLIG2,OLIG2-9,T0,T0_3,2812.795808060531
CRISPRn-RT112,sizeFactor,DMRTB1,DMRTB1-5,T0,T0_3,862.8934841154454
CRISPRn-RT112,sizeFactor,LHX5,LHX5-8,T0,T0_3,5843.783217939727
CRISPRn-RT112,sizeFactor,LUZP4,LUZP4-7,T0,T0_3,1147.2336711008554
CRISPRn-RT112,sizeFactor,KRT9,KRT9-8,T0,T0_3,2613.3627602443753
CRISPRn-RT112,sizeFactor,MRGPRD,MRGPRD-3,T0,T0_3,6195.259282407803
CRISPRn-RT112,sizeFactor,MAGEB3,MAGEB3-9,T0,T0_3,5384.692291036201
CRISPRn-RT112,sizeFactor,FCRL4,FCRL4-7,T0,T0_3,3349.8828279218606
CRISPRn-RT112,sizeFactor,OC90,OC90-2,T0,T0_3,3287.6834120188023
CRISPRn-RT112,sizeFactor,CYP7A1,CYP7A1-5,T0,T0_3,1996.305062793399
CRISPRn-RT112,sizeFactor,RNASE9,RNASE9-5,T0,T0_3,4946.334502767027
CRISPRn-RT112,sizeFactor,PIWIL3,PIWIL3-1,T0,T0_3,4771.583762848911
CRISPRn-RT112,sizeFactor,OR12D2,OR12D2-2,T0,T0_3,4914.7411486575365
CRISPRn-RT112,sizeFactor,OR9Q2,OR9Q2-9,T0,T0_3,2597.5660831896303
CRISPRn-RT112,sizeFactor,PIWIL3,PIWIL3-8,T0,T0_3,6794.545718172191
CRISPRn-RT112,sizeFactor,TAS2R9,TAS2R9-2,T0,T0_3,7040.3815048366605
CRISPRn-RT112,sizeFactor,KRT77,KRT77-3,T0,T0_3,3840.567108934877
CRISPRn-RT112,sizeFactor,RPTN,RPTN-5,T0,T0_3,3922.512371156367
CRISPRn-RT112,sizeFactor,TAAR1,TAAR1-10,T0,T0_3,1521.4174588351275
CRISPRn-RT112,sizeFactor,CYP7A1,CYP7A1-3,T0,T0_3,3937.32175589519
CRISPRn-RT112,sizeFactor,DEFB129,DEFB129-9,T0,T0_3,4524.76068386852
